Station Name,COOP ID,Lat.,Lon.,Elev. (f)
SQUAW CREEK RANGER STATION,048473,40.8,-122.15,970
SQUAW VALLEY,048474,39.2,-120.23333,6243
SQUIRREL INN 1,048476,34.23333,-117.25,5243
SQUIRREL INN 2,048479,34.23333,-117.23333,5682
STANDISH 1 E,048487,40.36667,-120.4,4032
STANDISH HICKEY SP,048490,39.87778,-123.7275,853
STANISLAUS PH,048499,38.13333,-120.36667,1060
STANWOOD,048502,39.7,-121.36667,2140
STAYTON MINE,048517,36.91667,-121.21667,2982
STEELE SWAMP,048521,41.86667,-120.95,4554
STIRLING CITY RS,048544,39.90417,-121.52806,3520
STOCKTON 2,048557,37.95,-121.26667,20
STOCKTON 5 SSE,048559,37.89917,-121.25139,22
STOCKTON DISPOSAL PLT,048554,37.93333,-121.33333,10
STOCKTON FIRE STN 4,048560,37.99944,-121.31778,12
STOCKTON METRO AP,048558,37.88917,-121.22583,26
STOCKTON MOWRY BRIDG,048562,37.85,-121.38333,20
STONY GORGE RESERVOIR,048587,39.58611,-122.53417,800
STONYFORD,048580,39.37528,-122.54611,1170
STONYFORD COOLEY RAN,048578,39.25,-122.66667,3022
STRAWBERRY VALLEY,048606,39.56306,-121.10778,3808
SUEY RCH,048627,35,-120.38333,390
SUN CITY,048655,33.71556,-117.19,1420
SUNLAND,048660,34.26667,-118.3,1460
SUNLAND TUJUNGA,048662,34.25,-118.28333,1752
SURF 2 ENE,048697,34.68056,-120.53639,110
SUSANA KNOLLS,048700,34.26667,-118.66667,1089
SUSANVILLE,048701,40.41667,-120.65,4173
SUSANVILLE MUNI AP,048702,40.41667,-120.66306,4212
SUSANVILLE STATE RNG,048705,40.4,-120.66667,4193
SUTTER HILL CDF,048713,38.37722,-120.80083,1586
TABLE MTN,048748,34.38333,-117.68333,7507
TAFT,048752,35.15028,-119.43,773
TAHOE CITY,048758,39.16778,-120.14278,6230
TAMARACK,048781,38.6,-119.93333,8064
TEHACHAPI,048826,35.13333,-118.45,4017
TEHACHAPI 4 SE,048829,35.10111,-118.42222,4220
TEHACHAPI AP,048832,35.13083,-118.4325,3960
TEJON RANCHO,048839,35.02333,-118.74972,1425
TENNANT,048860,41.58333,-121.91667,4754
TERMO 1 E,048873,40.86667,-120.43333,5300
TERMO BRIN MARR,048875,40.91667,-120.26667,5364
THE GEYSERS,048885,38.80389,-122.81278,1740
THOUSAND OAKS,048905,34.21667,-118.86667,810
THOUSAND OAKS 1 SW,048904,34.18194,-118.89861,783
THREE RIVERS ED PH 2,048914,36.46667,-118.88333,951
THREE RIVERS EDISON PH 1,048917,36.465,-118.86194,1140
TIGER CREEK PH,048928,38.44611,-120.49917,2355
TOPANGA CANYON WOODL,048963,34.13333,-118.31667,1302
TOPANGA PTRL STN FC6,048967,34.08417,-118.59889,745
TOPAZ,048969,38.6,-119.48333,5052
TOPAZ LAKE,048970,38.66667,-119.55,5043
TORRANCE AP,048973,33.80167,-118.34194,90
TRABUCO CANYON,048992,33.65833,-117.58944,970
TRACY,048996,37.78333,-121.43333,10
TRACY CARBONA,048999,37.68194,-121.34667,135
TRACY PUMPING PLT,049001,37.79667,-121.58278,61
TRAVIS FLD AFB,049006,38.26667,-121.93333,59
TRINITY CTR RANGE,049023,41,-122.68333,2303
TRINITY DAM VISTA PO,049024,40.8,-122.76667,2503
TRINITY RIVER HATCHERY,049026,40.72639,-122.79472,1861
TRONA,049035,35.76361,-117.39083,1695
TRUCKEE RS,049043,39.33306,-120.17306,5823
TRUCKEE-TAHOE AP DIST,049040,39.31806,-120.145,5900
TUJUNGA,049047,34.26667,-118.28333,1820
TUJUNGA MILL FC 470,049049,34.38333,-118.08333,4645
TULEFIELD,049052,35.15,-119.01667,302
TULELAKE,049053,41.96,-121.47444,4035
TULELAKE 5 WSW,049056,41.91667,-121.56667,4032
TULELAKE INSPECTION,049057,41.6,-121.2,4413
TURLOCK #2,049073,37.50056,-120.855,115
TURNTABLE CREEK,049083,40.76667,-122.3,1070
TUSTIN IRVINE RANCH,049087,33.7025,-117.75389,235
TWENTYNINE PALMS,049099,34.12806,-116.03694,1975
TWENTYNINE PALMS 12E,049102,34.12056,-115.85,1376
TWIN LAKES,049105,38.70861,-120.04028,8000
TWITCHELL DAM,049111,34.98806,-120.32111,582
U C L A,049152,34.06972,-118.44278,430
UKIAH,049122,39.14667,-123.21028,636
UKIAH 4 SW,049125,39.11667,-123.25,1401
UKIAH 4 WSW,049124,39.12667,-123.27194,1823
UKIAH MUNI AP,049127,39.12583,-123.20083,601
UNION OIL STEARNS AB,049138,33.93333,-117.86667,712
UPLAND,049157,34.13333,-117.68333,1841
UPLAND 3 N,049158,34.13333,-117.65,1611
UPPER LAKE,049173,39.19056,-122.89639,1335
UPPER LAKE 7 W,049167,39.18333,-123.03333,1564
UPPER MATTOLE,049177,40.25,-124.18333,255
UPPER SAN LEANDRO FLTRS,049185,37.77194,-122.1675,394
UPPER TRES PINOS,049189,36.63333,-121.03333,2021
VACAVILLE,049200,38.39556,-121.96083,110
VACAVILLE NUT TREE AP,049203,38.3775,-121.9575,109
VALLEJO MARINE WORLD,049219,38.14,-122.23417,130
VALLETON,049221,35.88333,-120.7,961
VALLEY CTR 2 NNE,049232,33.23333,-117.01667,1391
VALLEY CTR 6 N,049228,33.3,-117.03333,1680
VALYERMO FIRE STN 2,049250,34.45,-117.86667,3602
VAN NUYS FC15A,049260,34.18333,-118.45,695
VENADO,049273,38.60861,-123.01806,1260
VENTURA,049285,34.2825,-119.29194,105
VICTORVILLE PUMP PT,049325,34.535,-117.30583,2858
VINCENT,049345,34.48833,-118.14194,3157
VINTON,049351,39.80556,-120.18583,4950
VISALIA,049367,36.32833,-119.29917,325
VISTA,049377,33.25,-117.25,121
VISTA 1 W,049379,33.2,-117.25,400
VISTA 2 NNE,049378,33.22944,-117.22694,510
VOLCANOVILLE,049382,38.98333,-120.78333,3041
VOLLMERS,049386,40.95,-122.45,1342
VOLTA PWR HOUSE,049390,40.45833,-121.86639,2220
W HOWARD FOREST RS,049685,39.35,-123.31667,1925
WALLACE 1 NNE,049418,38.2,-120.96667,331
WALMAR SCHOOL,049420,37.95,-122.08333,121
WALNUT CREEK 2 ENE,049426,37.9,-122.01667,220
WALNUT CREEK 2 ESE,049423,37.88333,-122.03333,245
WALNUT CREEK 4 E,049427,37.9,-121.98333,400
WALNUT GROVE,049428,38.23333,-121.51667,20
WALNUT NI FC102C,049431,34.00167,-117.86583,488
WARM SPRINGS DAM,049440,38.71611,-122.9975,224
WARNER SPRINGS,049447,33.28333,-116.63333,3182
WASCO,049452,35.58917,-119.35194,291
WASIOJA FORBES RANCH,049456,34.96667,-119.86667,2360
WATSONVILLE 3 SW,049468,36.88333,-121.8,69
WATSONVILLE WTR WKS,049473,36.93083,-121.76917,95
WAWONA,049481,37.53333,-119.66667,3904
WAWONA RS,049482,37.54,-119.65222,3985
WEAVERVILLE,049490,40.72222,-122.93306,1968
WEED FIRE DEPT,049499,41.43333,-122.38333,3589
WELDON,049512,35.66667,-118.3,2680
WENDEL 10 SE,049526,40.26667,-120.06667,4042
WEST BIG PINE LO,049532,34.7,-119.66667,6283
WEST BRANCH,049540,39.93333,-121.53333,3222
WEST POINT,049582,38.3775,-120.54528,2775
WEST POINT 3 SW,049583,38.38333,-120.56667,2372
WESTHAVEN,049560,36.22722,-119.99667,285
WESTWOOD,049599,40.3,-121,5072
WESTWOOD 3 WSW,049600,40.3,-121.05,4993
WHEATLAND,049604,39.01667,-121.43333,84
WHEATLAND 2 NE,049605,39.02778,-121.39083,105
WHEELER,049612,39.88333,-123.91667,49
WHEELER SPRINGS 2 SSW,049615,34.48333,-119.3,875
WHISKEYTOWN,049620,40.63333,-122.55,1089
WHISKEYTOWN RSVR,049621,40.61167,-122.52806,1295
WHITE MTN 1,049632,37.5,-118.18333,10150
WHITE MTN 2,049633,37.58333,-118.23333,12470
WHITE ROCK,049639,38.56667,-121.08333,351
WHITTIER CITY YD FC1,049660,33.97583,-118.02222,446
WILDROSE RS,049671,36.26556,-117.18528,4100
WILLIAMS,049677,39.15,-122.15,85
WILLIAMS CAA AP,049678,39.1,-122.15,128
WILLITS 1 NE,049684,39.41944,-123.3425,1353
WILLOW CREEK 1 NW,049694,40.94667,-123.63639,464
WILLOW CREEK RCH,049691,41.83333,-120.75,5203
WILLOWS 6 W,049699,39.52306,-122.30583,233
WILLOWS USBR,049700,39.53333,-122.2,141
WINCHESTER,049722,33.71667,-117.08333,1480
WINTERS,049742,38.52528,-121.97778,135
WOFFORD HTS KERNVILLE,049754,35.71667,-118.45,2733
WOLF,049758,39.01667,-121.08333,1302
WOODFORDS,049775,38.78333,-119.8,5650
WOODLAND 1 WNW,049781,38.68278,-121.79417,69
WOODLAND HILLS PIERCE COLLEGE,049785,34.18194,-118.57444,790
WOODSIDE FIRE STN 1,049792,37.42861,-122.25611,380
WRIGHTS,049814,37.13333,-121.95,1600
WRIGHTWOOD,049822,34.36167,-117.63861,6000
YORBA LINDA,049847,33.89,-117.81889,350
YORKVILLE,049851,38.90528,-123.23139,1100
YOSEMITE PARK HQ,049855,37.75,-119.58972,4018
YOUNTVILLE,049859,38.395,-122.35667,95
YREKA,049866,41.70361,-122.64083,2625
YUCCA GROVE,049881,35.4,-115.81667,3953
