County,Year,Number,Rate (per 10k),Age (<4YO),Gender (M),White,African,Asian,Hispanic,Other,Good AQI,Moderate AQI,Unhealthy AQI,AQI Median,CO AQI,NO2 AQI,O3 AQI,SO2 AQI,PM2.5 AQI,PM10 AQI,Area burned percent
Alameda,2009,65.0,62.14,1,0,1,0,0,0,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,159.0,141.67,1,1,1,0,0,0,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,137.0,47.5,0,0,1,0,0,0,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2009,207.0,68.44,0,1,1,0,0,0,0,0.520547945205,0.443835616438,0.0356164383562,49.0,0.0,0.0493150684932,0.298630136986,0.0,0.652054794521,0.0,0.115228613569
Alameda,2010,121.0,233.77,1,0,0,1,0,0,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,212.0,408.64,1,1,0,1,0,0,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,237.0,158.25,0,0,0,1,0,0,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,339.0,222.94,0,1,0,1,0,0,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,55.0,45.87,1,0,0,0,1,0,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,88.0,69.11,1,1,0,0,1,0,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,37.0,12.24,0,0,0,0,1,0,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,99.0,30.73,0,1,0,0,1,0,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,136.0,84.72,1,0,0,0,0,1,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,261.0,152.77,1,1,0,0,0,1,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,174.0,46.69,0,0,0,0,0,1,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,270.0,69.45,0,1,0,0,0,1,0,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
Alameda,2010,62.0,155.16,1,0,0,0,0,0,1,0.671232876712,0.315068493151,0.013698630137,43.0,0.0,0.0657534246575,0.369863013699,0.0,0.564383561644,0.0,0.179714351438
